Accession Accession,Rep,Perimeter,Area,Width.Mid.height,Maximum.Width,Height.Mid.width,Maximum.Height,Curved.Height,Fruit.Shape.Index.External.I,Fruit.Shape.Index.External.II,Curved.Fruit.Shape.Index,Proximal.Fruit.Blockiness,Distal.Fruit.Blockiness,Fruit.Shape.Triangle,Ellipsoid,Circular,Rectangular,Shoulder.Height,Proximal.Angle.Micro,Proximal.Angle.Macro,Proximal.Indentation.Area,Distal.Angle.Micro,Distal.Angle.Macro,Distal.Indentation.Area,Distal.End.Protrusion,Obovoid,Ovoid,V..Asymmetry,H..Asymmetry.ob,H..Asymmetry.ov,Width.Widest.Pos,Eccentricity,Proximal.Eccentricity,Distal.Eccentricity,Fruit.Shape.Index.Internal,Eccentricity.Area.Index,Average.Red,Average.Green,Average.Blue,Average.Luminosity,Average.L.Value,Average.a.Value,Average.b.Value,Average.Hue,Average.Chroma,Lobedness.Degree,Pericarp.Area,Pericarp.Thickness
LYC-59 LYC-59,1,250.0947923,4111.239089,65.44733333,66.12466667,77.13133333,79.33266667,80.3426892,1.1997,1.1785,1.208,0.4463,0.5912,0.7549,0.046,0.0662,0.4978,0.0453,284.2,206.5,0.0761,155.6,129.6,0,0,0,0.1341,0.2237,0,0.1771,0.4322,0.7778,0.8867,0.8889,1.1818,0.3859,151.4488,87.8723,50.0641,94.8286,47.0017,24.625,38.5755,57.4475,45.7653,3.228,0.7014,0.1602
LYC-60 LYC-60,1,253.7541111,3766.515764,83.566,84.41266667,44.61933333,58.674,58.35534007,0.6951,0.5339,0.6997,0.6677,0.6505,1.0265,0.0668,0.1591,0.5066,0.1268,255,256.6,0.2582,204.2,178.8,0.0565,0.011,0.0855,0,0.3776,0.2561,0,0.4603,0.6069,0.8936,0.8898,0.533,0.5053,135.1171,81.0584,63.6851,93.5363,43.1007,22.5777,23.4515,46.0876,32.5535,1.3358,0.8069,0.1008
LYC-61 LYC-61,1,266.1555002,3888.307636,85.68266667,86.106,41.148,57.06533333,62.858269,0.6627,0.4802,0.7329,0.7708,0.7322,1.0526,0.0847,0.1941,0.5845,0.1344,295.8,271.6,0.1617,172.5,170.4,0.0031,0.01,0.0849,0,0.2201,0.2605,0,0.4674,0.5765,0.8899,0.8879,0.4802,0.5461,135.4823,73.9339,57.4011,90.7517,41.2753,26.7009,25.4439,43.619,36.8826,0.8621,0.7524,0.1319
LYC-62 LYC-62,1,268.3848582,4444.851325,84.15866667,84.328,52.07,63.754,67.38183967,0.756,0.6187,0.8007,0.8129,0.7143,1.138,0.0609,0.1222,0.6116,0.1103,264.3,250.9,0.1927,0,174.9,3e-04,0.0033,0,0.1385,0.1216,0,0.2298,0.4768,0.6516,0.8893,0.8861,0.6171,0.5072,126.8336,75.8221,59.0264,87.441,40.4606,21.6981,22.6202,46.192,31.3446,1.1238,0.8061,0.1014
LYC-63 LYC-63,1,244.9516987,3615.899578,78.65533333,79.33266667,45.04266667,56.30333333,59.0856578,0.7097,0.5727,0.7456,0.7998,0.6803,1.1756,0.065,0.1392,0.5671,0.1439,290.3,254.6,0.2732,169.5,158.1,0.0211,0.0118,0,0.166,0.1313,0,0.2399,0.4707,0.6386,0.887,0.8889,0.5714,0.5101,124.8218,64.5615,51.6399,82.9981,37.0058,27.2478,22.8756,40.0148,35.5772,1.8391,0.7186,0.1504
LYC-64 LYC-64,1,278.6581422,4767.144588,92.54066667,92.71,53.67866667,64.262,66.70755433,0.6932,0.5801,0.7275,0.7877,0.6825,1.1542,0.063,0.1497,0.5694,0.0938,248.2,244.8,0.2297,171.9,171.8,0.0023,0.0137,0,0.1265,0.2008,0,0.2977,0.4862,0.6675,0.8893,0.8877,0.5803,0.4789,136.985,77.2495,59.4807,92.446,42.3658,25.4273,25.4244,44.9967,35.9576,0.8157,0.6856,0.1706
LYC-65 LYC-65,1,337.9451035,6694.294855,110.6593333,111.8446667,59.09733333,74.50666667,78.18585667,0.6662,0.534,0.7065,0.7659,0.71,1.0787,0.0719,0.1663,0.5704,0.1315,227.9,276,0.2605,171.7,174.6,7e-04,0.0025,0,0.1661,0.1696,0,0.2839,0.4386,0.6348,0.8914,0.8871,0.5345,0.5101,151.2713,84.5255,68.7904,103.5361,46.6665,28.191,25.6474,42.2951,38.1119,2.6999,0.7187,0.1498
LYC-66 LYC-66,1,255.0500699,3658.56616,86.95266667,87.29133333,39.116,51.47733333,57.14808653,0.5897,0.4499,0.6645,0.8306,0.7128,1.1653,0.0796,0.2097,0.601,0.1086,258,260.4,0.1945,184.6,177.6,0.0161,0.0033,0,0.1488,0.1633,0,0.2455,0.4507,0.6063,0.8889,0.8867,0.4488,0.5356,152.2437,71.5932,56.2338,98.0849,43.4658,35.2869,29.821,40.2012,46.2002,2.0324,0.7178,0.1517
LYC-67 LYC-67,1,229.2717707,3245.183474,74.50666667,74.84533333,44.28066667,53.848,55.68585933,0.7195,0.5943,0.7413,0.7739,0.6659,1.1621,0.0589,0.1343,0.549,0.114,267.9,249.8,0.2196,187.6,179.2,0.0284,0.0508,0,0.1691,0.1838,0,0.1777,0.4591,0.6551,0.8889,0.8851,0.5909,0.4919,150.7105,76.8611,61.7257,99.9438,44.6336,31.8699,27.5409,40.8326,42.1212,1.5397,0.7352,0.14
LYC-68 LYC-68,1,269.9144462,4504.105687,87.54533333,88.9,52.91666667,62.31466667,66.59807187,0.701,0.6044,0.7611,0.824,0.648,1.2716,0.0554,0.1352,0.5794,0.0939,271.7,240.3,0.1389,175.3,165,0,0,0,0.2025,0.0773,0,0.2913,0.4361,0.6776,0.8893,0.8861,0.6029,0.4858,154.6845,127.742,92.5054,116.3587,58.9017,5.1392,27.9156,79.5688,28.3847,2.2701,0.7363,0.1407
LYC-70 LYC-70,1,236.2980711,2701.313594,35.052,44.196,86.02133333,86.614,85.9130616,1.9598,2.4541,2.4569,0.6522,0.7488,0.871,0.079,0.255,0.4989,0.0374,236,155,0.1047,158.7,87.1,0.0546,0.0054,0,0.2454,0.3153,0,0.4537,0.262,0.7945,0.8992,0.9291,2.4606,0.4415,147.9285,76.8003,63.4071,99.424,43.9593,30.9584,25.2684,39.2215,39.9614,1.9445,0.557,0.2482
LYC-71 LYC-71,1,153.7472922,1466.305311,50.038,50.20733333,29.54866667,35.89866667,37.15767693,0.715,0.5905,0.7438,0.7834,0.665,1.1781,0.057,0.133,0.5765,0.1523,280.8,246.5,0.2474,174.1,166.2,0,0,0,0.1557,0.0315,0,0.1335,0.4693,0.6572,0.891,0.8854,0.589,0.4962,128.8317,79.6894,59.0922,88.4256,41.5587,20.252,24.5415,50.4701,31.8187,0.9352,0.6671,0.1808
LYC-72 LYC-72,1,243.1016728,3875.325583,64.516,65.95533333,70.104,76.87733333,78.416912,1.1656,1.0866,1.2155,0.7454,0.4961,1.5026,0.0501,0.0688,0.4728,0.0436,251.1,204.4,0.0717,151.3,116.3,0,0,0,0.2435,0.1539,0,0.3954,0.3733,0.7299,0.8874,0.8886,1.0888,0.4153,126.6279,63.9645,51.1175,83.5948,37.3198,28.2378,23.6843,39.988,36.8554,4.2724,0.5889,0.2262
LYC-73 LYC-73,1,222.0805227,2905.915335,46.05866667,46.90533333,76.62333333,81.11066667,82.7133982,1.7292,1.6636,1.7938,0.6507,0.557,1.1683,0.0403,0.1792,0.4603,0.0115,169.8,122.6,0.0219,101.2,100,0,0,0,0.143,0.1885,0,0.2908,0.4676,0.7544,0.8881,0.8859,1.6636,0.3929,101.85,78.9849,59.6972,76.1567,37.6669,7.4587,17.116,66.4538,18.6705,0.426,0.6507,0.1931
LYC-74 LYC-74,1,185.7363401,2306.002556,59.09733333,59.35133333,43.34933333,46.99,48.71173053,0.7917,0.7335,0.8245,0.7521,0.6762,1.1123,0.0367,0.0845,0.5637,0.046,237.1,205.8,0.0737,184.6,170.5,0.0129,0.0484,0,0.1076,0.061,0,0.0839,0.5099,0.7365,0.8889,0.887,0.7312,0.4442,138.1519,73.5033,56.3182,91.505,41.4976,27.9961,26.3459,43.2606,38.4433,1.9724,0.6201,0.2108
LYC-76 LYC-76,1,205.8280449,2635.170357,55.118,55.79533333,64.77,65.19333333,61.131704,1.1684,1.1751,1.0974,0.5438,0.4916,1.1063,0.0448,0.0751,0.3953,0.0706,282,230.5,0.1414,227.7,133.1,0.0693,0.0076,0,0.1263,0.2467,0,0.283,0.4494,0.7932,0.8892,0.8866,1.1731,0.3223,135.0106,69.2898,54.7744,89.2931,39.8301,29.1371,25.03,40.6639,38.4119,3.6863,0.6049,0.2182
