Accession,Rep, Perimeter,  Area,  Width Mid-height,  Maximum Width,  Height Mid-width,  Maximum Height,  Curved Height,  Fruit Shape Index External I,  Fruit Shape Index External II,  Curved Fruit Shape Index,  Proximal Fruit Blockiness,  Distal Fruit Blockiness,  Fruit Shape Triangle,  Ellipsoid,  Circular,  Rectangular,  Shoulder Height,  Proximal Angle Micro,  Proximal Angle Macro,  Proximal Indentation Area,  Distal Angle Micro,  Distal Angle Macro,  Distal Indentation Area,  Distal End Protrusion,  Obovoid,  Ovoid,  V. Asymmetry,  H. Asymmetry.ob,  H. Asymmetry.ov,  Width Widest Pos,  Eccentricity,  Proximal Eccentricity,  Distal Eccentricity,  Fruit Shape Index Internal,  Eccentricity Area Index,  Average Red,  Average Green,  Average Blue,  Average Luminosity,  Average L Value,  Average a Value,  Average b Value,  Average Hue,  Average Chroma, Lobedness Degree,  Pericarp Area,  Pericarp Thickness
LYC-126,3,96.8260192,655.8266453,26.83933333,26.83933333,29.54866667,30.734,31.575756,1.1451,1.1009,1.1802,0.7098,0.53,1.3393,0.0262,0.046,0.5097,0.0234,216.9,177.5,0.031,143.7,126.9,0,0,0,0.1569,0.0206,0,0.09,0.4518,0.768,0.891,0.8854,1.1032,0.3986,132.5539,81.135,53.083,87.3581,42.5015,20.1976,29.596,55.6887,35.8311,0.8997,0.5556,0.2507
LYC-127,3,110.9032919,848.0198093,30.14133333,30.56466667,34.20533333,35.47533333,35.650043,1.1607,1.1348,1.1568,0.7051,0.5618,1.255,0.03,0.0531,0.4995,0.0324,221.7,174.2,0.0631,138.3,138.3,0,0,0,0.1534,0.0472,0,0.0967,0.463,0.7703,0.8895,0.8871,1.1338,0.3929,116.9157,79.5413,48.9127,78.0352,39.7489,13.2032,27.9969,64.7517,30.954,1.1947,0.5849,0.234
LYC-128,3,133.0008601,1194.614098,39.70866667,39.96266667,33.86666667,36.576,38.23257107,0.9153,0.8529,0.9649,0.7804,0.6183,1.2621,0.0358,0.0419,0.5536,0.0568,253.2,204.5,0.0835,172.8,160.4,0,0,0,0.2093,0.0265,0,0.1334,0.419,0.7425,0.8939,0.8889,0.8556,0.436,125.3988,71.8004,56.5345,85.6062,39.0714,23.4274,22.3946,43.7088,32.4093,0.8681,0.6338,0.2018
LYC-129,3,199.8872812,2672.052004,54.102,54.356,56.896,60.452,61.3143554,1.1121,1.0516,1.1318,0.7793,0.5869,1.328,0.0377,0.0566,0.5374,0.0462,241.1,194.2,0.0894,163.7,146.3,0,0,0,0.2205,0.0592,0,0.2209,0.409,0.7518,0.8889,0.8874,1.051,0.424,140.4042,74.1493,57.8852,93.2976,42.1211,28.718,26.2668,42.4475,38.9187,1.3282,0.529,0.2697
LYC-130,3,201.3907326,2740.446132,62.90733333,63.246,48.93733333,53.42466667,54.3602672,0.8447,0.7779,0.8695,0.7429,0.6528,1.1381,0.034,0.0667,0.5535,0.0509,240,201.8,0.0646,185.1,162.3,0,0,0,0.169,0.0851,0,0.1381,0.4279,0.7333,0.8902,0.8885,0.7804,0.4381,127.6818,117.728,77.6536,96.7184,52.8363,-3.3657,27.8958,96.8797,28.0981,.,.,.
LYC-131,3,278.6334703,3933.40432,45.55066667,47.41333333,101.6,105.918,106.9435927,2.2339,2.2305,2.3478,0.9424,0.3773,2.4975,0.0651,0.2448,0.5175,0.0312,222.9,155.5,0.079,53.2,55.3,0.0009,0.342,0,0.417,0.0915,0,0.9132,0.2742,0.768,0.8897,0.8939,2.2326,0.4091,148.1694,80.6166,66.9773,101.2311,45.0954,29.0458,24.4365,40.0742,37.9579,1.6337,0.5586,0.25
LYC-132,3,123.8759439,1048.664569,35.22133333,35.56,37.93066667,40.64,40.74727267,1.1429,1.0769,1.1653,0.6659,0.3029,2.1984,0.0238,0.0351,0.4403,0.0116,197.1,172.8,0.0616,88.1,118.8,0.0012,0.1029,0,0.2239,0.0889,0,0.1911,0.4229,0.7474,0.8905,0.8861,1.0783,0.3619,134.7536,69.5761,53.6363,88.6299,39.9496,28.6881,25.9442,42.1247,38.6796,2.284,0.5855,0.2302
LYC-133,3,132.3745892,1211.674996,38.1,38.52333333,36.15266667,38.354,38.86476013,0.9956,0.9489,1.0201,0.7311,0.6911,1.0579,0.0332,0.0332,0.5617,0.0353,220.1,187.2,0.0582,168.2,163.3,0,0,0,0.1523,0.0717,0,0.0483,0.4415,0.7522,0.8901,0.8854,0.9444,0.4313,128.9771,64.7051,51.9355,85.0721,37.792,28.9586,23.6049,39.1843,37.3603,1.6676,0.5721,0.2418
LYC-134,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
LYC-135,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
LYC-136,3,214.1318213,2423.808772,35.306,40.80933333,71.28933333,79.58666667,81.17643573,1.9502,2.0192,2.317,0.8849,0.5947,1.4879,0.0682,0.2317,0.4905,0.039,246.6,152.3,0.1165,81.2,87.1,0.0029,0.2173,0,-0.001,0.3313,0,0.4682,0.6617,0.7157,0.866,0.9081,2.0241,0.4818,139.0427,76.9474,61.4719,94.3419,42.5985,26.7649,24.2515,42.1795,36.1178,.,.,.
LYC-137,3,122.2096023,1027.101888,37.16866667,37.338,32.258,35.052,35.58436707,0.9388,0.8679,0.9617,0.6606,0.6105,1.0821,0.0215,0.0459,0.4767,0.0362,227.6,191.6,0.0669,162.7,154.1,0,0,0,0.1337,0.1255,0,0.1182,0.4589,0.7361,0.8915,0.8889,0.8686,0.4168,156.0866,89.2126,56.7306,100.1551,48.1237,26.4014,35.9736,53.7247,44.6222,1.2697,0.8045,0.102
LYC-138,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,3.9139,0.7179,0.1458
LYC-139,3,127.3682492,1098.972712,32.512,33.44333333,41.148,42.24866667,42.88634213,1.2633,1.2656,1.3365,0.7188,0.5495,1.3081,0.0396,0.0829,0.4792,0.0192,193.9,160,0.0532,131.9,117.8,0,0,0,0.225,0.1057,0,0.1927,0.3828,0.7791,0.892,0.8879,1.268,0.3918,130.8785,67.3957,49.7899,85.0045,38.7466,27.8788,26.5344,43.5847,38.4877,1.088,0.5688,0.244
LYC-140,3,123.7676383,1064.886759,33.18933333,33.61266667,38.608,39.28533333,39.7609568,1.1688,1.1633,1.2011,0.6709,0.6352,1.0562,0.0213,0.0591,0.4956,0.0194,190.5,155.8,0.0137,168.4,151.2,0,0,0,0.0665,0.0613,0,0.0816,0.5582,0.7862,0.8922,0.8878,1.1667,0.3996,132.6872,104.8818,59.2093,90.3039,49.2732,5.2449,35.0471,81.4888,35.4374,0.6474,0.5994,0.2229
LYC-141,3,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.,.
LYC-142,3,176.5101626,2076.253912,53.93266667,54.102,41.82533333,47.07466667,48.37504507,0.8701,0.7755,0.8984,0.7849,0.6436,1.2195,0.0408,0.0669,0.5595,0.0738,238,222.2,0.1428,174.4,159.8,0,0,0,0.1476,0.0875,0,0.1605,0.473,0.7099,0.8894,0.8874,0.7756,0.4573,139.4979,81.3487,61.9143,94.7794,43.7878,24.1867,25.597,46.6226,35.2165,2.1681,0.6657,0.179
LYC-143,3,98.3805246,645.8768444,24.21466667,24.638,32.258,32.258,33.81254773,1.3093,1.3322,1.4012,0.6713,0.6923,0.9697,0.0361,0.1033,0.5105,0.0238,193.4,151.2,0.0214,167.3,148.6,0,0,0.1847,0,0.0477,0.0783,0,0.5748,0.8,0.8889,0.8889,1.3333,0.3958,124.3802,63.1197,51.8714,82.8837,36.5991,27.8723,21.7823,38.0077,35.3742,1.0285,0.5535,0.2529
LYC-144,3,81.48123573,472.4650049,24.384,24.46866667,23.70666667,24.21466667,25.17394847,0.9896,0.9722,1.036,0.7014,0.5729,1.2242,0.016,0.0163,0.5159,0.0087,171.5,168.4,0.0162,171.8,140.4,0,0,0,0.1457,0.0173,0,0.0429,0.458,0.786,0.8924,0.8889,0.9739,0.3861,111.6822,56.8292,45.5116,73.8993,32.8395,25.4796,20.3994,38.6814,32.6396,1.552,0.555,0.2531
LYC-145,3,176.9671086,1875.193382,38.77733333,40.64,58.84333333,64.68533333,66.00587087,1.5917,1.5175,1.7059,0.8319,0.2511,3.313,0.0521,0.1503,0.397,0.0151,355.2,163.9,0.0123,77.7,72.3,0.0012,0.3055,0,0.3304,0.2265,0,0.5898,0.3757,0.7261,0.8921,0.8656,1.5137,0.3912,131.7467,76.3372,46.0237,83.6548,40.9983,22.4059,32.3607,55.3021,39.3604,2.2125,0.5571,0.2511
LYC-146,3,191.6395456,2480.460989,57.57333333,57.912,48.68333333,53.50933333,54.0341566,0.924,0.8456,0.9399,0.7206,0.6147,1.1722,0.0305,0.0389,0.5374,0.0658,247,199.9,0.0864,169.4,155.1,0,0,0,0.1561,0.0476,0,0.1532,0.443,0.7258,0.8893,0.8859,0.8419,0.4345,136.7925,62.4403,49.0605,87.4255,38.5564,33.5076,27.19,39.0579,43.1515,1.0229,0.5923,0.2315
LYC-147,3,179.866925,2066.504828,58.25066667,59.85933333,38.43866667,44.958,47.2375738,0.7511,0.6599,0.8055,0.7369,0.5436,1.3556,0.0496,0.107,0.4993,0.0879,274.3,229.4,0.1299,168.9,149.4,0,0,0,0.22,0.1039,0,0.2296,0.3861,0.683,0.8894,0.8873,0.6582,0.4576,159.186,74.7785,58.4218,102.3928,45.4608,36.4572,31.2255,40.5799,48.0017,.,.,.
LYC-148,3,217.8342947,3167.427357,60.198,61.80666667,61.55266667,67.31,66.7714184,1.089,1.0225,1.1139,0.7384,0.5105,1.4463,0.0462,0.0573,0.4727,0.0561,246.5,207.9,0.101,145,126,0,0,0,0.1975,0.1955,0,0.3384,0.4,0.7305,0.9006,0.8869,1.0211,0.4144,158.969,93.5971,56.7578,101.5182,49.6807,25.022,38.0991,56.7046,45.5811,1.6035,0.7523,0.1323
LYC-149,3,182.2155868,2113.020864,42.58733333,42.75666667,68.49533333,69.68066667,70.395592,1.6297,1.6083,1.6562,0.5129,0.3658,1.4022,0.0394,0.144,0.397,0,144,98.8,0,85.4,100.8,0.0007,0.0826,0,0.1318,0.0859,0,0.162,0.4775,0.7859,0.891,0.8886,1.615,0.3115,133.6952,115.4813,70.8005,96.2332,52.715,0.0149,32.2912,89.9736,32.2912,0.7003,0.5869,0.233
LYC-150,3,91.47043767,586.7945253,25.908,25.99266667,28.27866667,28.53266667,29.47467647,1.0977,1.0915,1.112,0.6503,0.6176,1.0529,0.0188,0.0322,0.5219,0.0184,336.8,163.1,0.037,160.9,142.2,0,0,0,0.1218,0.0231,0,0.0343,0.4748,0.7917,0.8896,0.8867,1.0902,0.3773,116.6395,63.4644,49.3588,78.0216,35.4458,23.7663,21.5952,42.2598,32.1122,0.8394,0.6303,0.2045
LYC-151,3,95.49334893,647.3678809,28.27866667,28.36333333,27.26266667,27.85533333,29.85344127,0.9821,0.9641,1.0557,0.7126,0.6377,1.1174,0.0184,0.0182,0.5402,0.0015,190.1,174.850,0.002,173.6,154.7,0,0,0,0.1227,0.0179,0,0.0359,0.4742,0.7805,0.8889,0.8858,0.9624,0.4078,134.8069,119.9089,69.0855,95.9795,54.2013,-2.5028,35.4727,94.0358,35.5608,1.0441,0.5567,0.2525
LYC-152,3,105.1999335,697.224412,21.50533333,21.844,38.26933333,38.43866667,39.38838113,1.7597,1.7795,1.8315,0.7402,0.7008,1.0562,0.0523,0.1854,0.5155,0.0178,173.4,129.2,0.0224,147.8,117.2,0,0,0.1484,0,0.0706,0.1246,0,0.5463,0.7947,0.8889,0.8889,1.7822,0.4128,122.2594,60.2322,48.9417,80.4503,35.4286,28.4917,22.167,37.8835,36.0992,0.749,0.5831,0.2331
